Four Seasons Hotel Tunis,36.9203763,10.2943081
Hotel Iberostar Kantaoui Bay,35.9126736,10.5808556
Sheraton Tunis Hotel,36.8311401,10.1606623
"Radisson Blu Palace Resort & Thalasso, Djerba",33.8706078,10.9591664
Hotel Iberostar Diar El Andalous,35.902096,10.589592
Iberostar Selection Royal El Mansour & Thalasso,35.5126002,11.0496963
The Residence Tunis,36.9262636,10.2750623
Le Royal Hotels and Resorts - Hammamet,36.380824,10.547969
Mövenpick Resort & Marine Spa Sousse,35.8423521,10.6270163
Hasdrubal Thalassa & Spa Yasmine Hammamet H�tel,36.3555373,10.5277452
Laico Hammamet,36.3725888,10.5415683
Golden Tulip Taj Sultan,36.3600583,10.5315123
Mahdia Palace Thalasso,35.539519,11.0310204
Hotel Royal Thalassa Monastir,35.76612,10.759223
Hotel Royal Garden Palace,33.8273111,11.0181525
Concorde Hotel Les Berges du Lac,36.8319165,10.2367938
Mövenpick Hotel Gammarth Tunis,36.8949856,10.3209475
Mövenpick Hotel du Lac Tunis,36.8354877,10.2484722
Laico Yasmine Hammamet,36.373106,10.5411259
Iberostar Selection Kuriat Palace,35.7649746,10.7545013
Saphir Palace & Spa,36.3660723,10.5359073
Concorde Green Park Palace,35.897867,10.593077
Dar El Marsa,36.884234,10.332129
Steigenberger Marhaba Thalasso,36.3992619,10.5726876
Mövenpick Hotel Sfax,34.7302006,10.7575097
The Russelior Hotel & Spa,36.3791178,10.5440457
Hasdrubal Thalassa & Spa Djerba Hotel,33.8412259,10.9998942
La Kasbah,35.67964449999999,10.099386
The Penthouse,36.8627206,10.1601918
Ramada Plaza by Wyndham Tunis,36.925297,10.280284
Medina Solaria And Thalasso,36.3698037,10.539232
LA CIGALE TABARKA HOTEL SPA & GOLF,36.9550582,8.792640499999999
TUI Sensimar Ulysse Palace,33.8700953,10.9625971
Sousse Palace Hotel & Spa,35.83103250000001,10.6406611
The Pearl Resort & Spa,35.8395405,10.6309921
Palm Beach Palace Tozeur,33.9153473,8.117969799999999
Amir Palace,35.7640801,10.7342974
TUI BLUE OCEANA SUITES,36.386147,10.554928
El Mouradi,35.5335176,11.033503
El Mouradi Palace,35.903473,10.583766
Tulip Inn,36.9056729,10.3118702
Tunis Grand H�tel,36.854866,10.162214
Dar El Jeld Hotel & Spa,36.799209,10.1686774
The Sindbad,36.404412,10.5981916
Regency Tunis Hotel,36.939868,10.2529585
lti Les Orangers Garden Villas & Bungalows,36.4004175,10.5803463
Hotel LTI Bellevue Park,35.9136992,10.579784
SAMARONS HOTELS,36.8678278,10.1716088
Nour Palace Resort,35.5371399,11.0324297
La Villa Bleue,36.8700206,10.3523637
Hotel Africa,36.7994568,10.1831972
Les Oliviers Palace,34.7309195,10.7655462
C�sar Thalasso,33.8322158,11.0061483
Carthage Thalasso,36.9246066,10.2776
Karthago La Marsa Hotel,36.9155728,10.3158516
Dar Saida Beya Tozeur - Guest House,33.9190346,8.136151500000002
Palais Bayram,36.7959016,10.1709232
El Mouradi Gammarth,36.9213366,10.2882862
Le Palace,36.9150388,10.3154165
El Mouradi Palm Marina,35.91096,10.580955
