Hotel Sofitel Marrakech Lounge and Spa,31.6216892,-8.002691199999999
Four Seasons Resort Marrakech,31.619377,-8.017073
Royal Mansour Marrakech,31.6251626,-7.9983462
Hotel Sofitel Agadir Royal Bay Resort,30.393333,-9.596746999999999
La Mamounia,31.6215062,-7.9974911
Four Seasons Hotel Casablanca,33.5995886,-7.6638173
"Mandarin Oriental, Marrakech",31.6067483,-7.9539791
Amanjena,31.6081536,-7.9341211
Mazagan Beach Resort,33.281561,-8.383829
Barceló Palmeraie,31.6611447,-7.933175
Fairmont Royal Palm Marrakesh,31.5222822,-8.057321099999999
Banyan Tree Tamouda Bay,35.7969466,-5.3546011
Hotel Sofitel Essaouira Mogador Golf & Spa,31.4696583,-9.7673895
Riad Fes - Relais & Châteaux,34.061648,-4.979966999999999
Selman Marrakech,31.5717489,-8.0202492
Riad Kheirredine,31.6374359,-7.993240999999999
Hotel Sofitel Casablanca Tour Blanche,33.597748,-7.614201
Hyatt Place Taghazout Bay,30.5304891,-9.687393999999999
Le Casablanca Hotel,33.5888286,-7.647678000000001
"Villa Makassar - Art Deco, Hotel & Spa",31.612393,-7.987371
"Radisson Blu Hotel, Marrakech Carre Eden",31.634657,-8.011637
Les Jardins de La Koutoubia,31.6260604,-7.9917305
Riad Dar Anika Marrakech,31.62073809999999,-7.985868999999999
Cesar Resort & Spa,31.5893112,-7.9856764
Dar Rhizlane,31.6227128,-8.0081363
Hotel luxe Marrakech - Palais Rhoul & Spa,31.6525268,-7.9412148
Dar Ayniwen,31.664805,-7.959809
Sirayane Boutique Hôtel & Spa,31.5588292,-8.0453496
Riad Nashira & Spa,31.6344766,-7.988887199999999
Mövenpick Hotel Mansour Eddahbi Marrakech,31.6238512,-8.0144137
Savoy Le Grand Hotel Marrakech,31.617707,-8.009098
Kenzi Menara Palace,31.5883214,-7.9868624
Hotel Sofitel Tamuda Bay Beach and Spa,35.694542,-5.328778300000001
Hôtel la Tour Hassan Palace,34.0195049,-6.8299767
Hôtel Michlifen Resort & Golf,33.5348196,-5.1077359
Palmeraie Palace,31.685651,-7.969122
Hotel La Maison Arabe,31.63031,-7.996264999999999
Hôtel Les Jardins de l'Agdal Marrakech,31.594025,-7.9914815
Hotel Villa des Orangers Relais & Chateaux,31.62044,-7.992150000000001
Hôtel Riad Ennakhil - Hôtel & Spa,31.683285,-7.99393
Hotel Sofitel Marrakech Palais Imperial,31.62175899999999,-8.001051
Palais Rhoul,31.651941,-7.941173999999999
La Sultana,31.61696,-7.988839
Sheraton Casablanca Hotel & Towers,33.5963093,-7.6120513
Secret Garden,31.685852,-7.958693
Es Saadi Marrakech Resort - Palace,31.6213901,-8.0051513
Palais Namaskar,31.6636986,-7.871632699999999
Hotel Sofitel Agadir Thalassa Sea & Spa,30.3915385,-9.5980975
Le Méridien N'Fis,31.6194198,-8.0081357
Mövenpick Hotel Casablanca,33.583631,-7.6236231
Hôtel & Ryads Barrière Le Naoura,31.6285544,-7.997309800000001
Hôtel Du Golf,31.6858364,-7.974287800000001
Riad Kniza Marrakech,31.6328649,-7.997932499999999
Domaine Rosaroum,31.673414,-7.978453000000001
Le Farnatchi,31.6320402,-7.9855327
Hyatt Regency Casablanca,33.5961773,-7.618850900000001
Kenzi Club Agdal Medina,31.5787539,-7.984051999999999
Hilton Tanger City Center Hotel & Residences,35.7730041,-5.7864064
Les Jardins de l'Agdal,31.59361999999999,-7.991196500000001
The Pearl Marrakech,31.622261,-8.000826
