Corinthia Hotel,15.6065249,32.5136518
Al Salam Rotana,15.5566891,32.554892
Coral Hotel,15.6072373,32.5004473
Bougainvilla Hotel,15.5722162,32.5663707
Star Hotel,15.5251891,32.5431863
Downtown Hotel & Business Center,15.6012141,32.5258698
Soluxe Hotel,15.5465095,32.5657792
Acropole Hotel,15.6048031,32.5293488
Kanon Hotel,15.5801989,32.5453614
Grand Holiday Villa Hotel,15.6076731,32.5159685
Regency Hotel,15.599183,32.5286762
Lesamine Safari Hotel,15.5700478,32.5463158
Horizon Hotel,15.5981341,32.5235465
Assaha Hotel,15.5957125,32.5366813
Nantong Hotel,15.542393,32.5666111
Paradise Hotel,15.5853609,32.5383999
Dubai hotel,15.5978091,32.5252691
Senopper Hotel,15.5981532,32.5584997
Abashar Hotel,15.5896432,32.540487
Myki Residency,15.5748403,32.5476109
Prince Suites Hotel,15.610394,32.5660183
Coral Port Sudan,19.61261,37.224487
Ewa Hotel Apartment,15.6086277,32.5213649
City Flats Hotel,15.5680709,32.5498748
Corinthia Hotel,15.6067687,32.5136565
